AngieAng1982;2;"@TheRickWilson Somehow I think he is trying to create a situation where it is more difficult for the schools to be shut down due to Covid-19. ""We don't have the distance learning resources that we once had so we have no choice but to reopen the schools..."" Something along those lines.";;;;;
KimKappes1;1;Stop delaying the inevitable NKU. A week delay to the start of school will not do anything to the amount of COVID cases. Go back to remote!;;;;;
Bloomlifeskills;1;@vibrantdad Covid accelerated the trend. But it was inevitable. The job market has changed. Quality of education has eroded. And the online tools for self study have exploded.  Technology just doing technology things.;;;;;
cutencraftyfimo;2;@GMB Parents and children should have the choice, there maybe risks involved within their family. Schools are not Covid secure, no social distancing Let the ones that want remote learning do that, it will mean that schools have more chance to to have more space to be Covid secure;;;;;
capitalteacher;0;@JoshBBornstein For them. Remote learning makes me really anxious. I really prefer that face to face learning in my classroom. 30% of my students have no PC access.  I have had very high blood pressure. Hospitalized for it. Also seen students completely consistently disregarding COVID protocols.;;;;;
parkerad22;1;I am terrified of the current COVID trends and feel like it is inevitable I am going to catch it at work. I didn’t want my school to go online but I’m becoming grateful that they are doing the first three weeks via zoom. I feel like everyone should be petrified but we aren’t.;;;;;
SajidKh69174016;1;@OfficialNcoc Covid positivity ratio is so high and alot of people suffer from corona and new variant omicron but but now less number of people go for testing it is dangerous the big risk of spreading are in educational institution so we should go towards online education;;;;;
msjilljenkins;0;It’s hot as balls, the COVID numbers are mind numbing, my kid who hates distance learning starts again tomorrow, and the highly recc’d book I’m reading, Book of Longing, is the Book of Disappointment. Need an excellent book rec, pls. And wine.;;;;;
BootLip12;0;"@MintChipMusic So you can't point out that Harvard students are 100% vaccinated but they had to go back to remote learning today because of Covid?  LOL....  I pretty much call that ""ineffective""      https://t.co/HzHcMQgALD";;;;;
LwangaMubiru;2;@kats90804386 @DanielLutaaya @VUKampala Wow, does anything like “long distance learning” ring a bell to you? Do you know how many people acquired degrees from the program prior to COVID-19 outbreak? Online learning is not as new as you would want it to seem. The earlier you embrace it, the better.;;;;;
ShelshelMichele;1;@toadmeister And what's better? Kids being sent home to isolate because they have Covid, then back at school for a few days and sent home twice more because  friends now has it which is exactly what happened in Kent. Far better to keep schools closed and have consistent online learning.;;;;;
coskun57;1;@erolozvar We wants to online exam to Bayburt University for İLİTAM programme because we have dangerous situation covid 19 pandemic Please help us for our education career Thank you very much;;;;;
Lorraine451;1;I am #HighRisk to Covid. Over the last few days I've been trying to work something out with my son's school so he can learn from home as its too risky for him to do face to face learning.  But AGAIN #HighRiskCovid19 ppl have been Forgotten about, Ignored and Dismissed.👇🏾 @DETVic 1/  https://t.co/WFPWrFzYwT;;;;;
niamhmartin1010;0;Great article highlighting the importance of the relational aspect of school that we’ve all missed since lockdown. Also the inequity of distance learning. Twelve things Covid-19 has taught us about education and schooling. ⁦@Deemcgillicuddy⁩   https://t.co/bfKS1MdslV;;;;;
beeinchicago;1;@WGNNews CTU will tell you the truth. COVID makes in school learning dangerous;;;;;
Pseudoplotinus;0;The risks of contracting COVID among elementary school aged kids is minuscule.  The cost of distance learning instruction to underserved students is catastrophic.;;;;;
ViewNorthern;0;@CamillaTominey I’m a teacher and I am desperate to get back to the classroom - teaching online is tedious and difficult. But the assertion that schools do not drive spread is nonsense. 45 teachers and support staff at my school have caught Covid - including myself over Christmas.;;;;;
huberxdynasty;0;@14_mrad Covid literally sucks . i can not do online school again. i will cry i cant stand being at home it’s the worst it’s boring and i just hate it. my family’s too dramatic 🙄;;;;;
OlumideAjibulu;0;@Sh4Zk @AkeemKareem1777 @segalink @realFFK @DelzuraV @john_danfulani @MobilePunch @SaharaReporters @ChidiOdinkalu @drfatima84 @ELBINAWI @seyiamakinde Some politicians want their children to continue learning online while the children of the poor continue to sit at home, markets and on the street louding the noisy fear of covid 19, at the end of the Day they will sit for exam together. Thank you @seyiamakinde;;;;;
SpineCareDoc;2;@GidMK All that education and you have still no idea if risks of remote learning outweigh the nearly nonexistent mortality for children with covid. Some people need data to tell them if the sky is really blue...🙄;;;;;
Your_slime;1;@a1iceffion however I think if we can make online education for everyone than we can close schools for as long as we need to fight covid then focus on whatever we do next to bring the case number down 2\2;;;;;
UoDCareers;1;We’ve got information on a huge range of employability-boosting online learning opportunities for you!   If you fancy upskilling from your own home, there are courses from UoD, OpenLearn, MicrosoftLearn and more on our Careers in COVID Times webpage!  https://t.co/3mAOsz8gAD  https://t.co/Cm4wc1SOhj;;;;;
jerrysends69;1;@mehdirhasan Remote schools, short term, will actually help the secondary students students manage inevitable asynchronous and remote college courses.  The Remote workschooling trend started long prior to covid.  Furthermore many students were more or equally successful in remote learning.;;;;;
DailyMemphian;2;Public and private schools in Shelby County, Tennessee are managing to teach despite COVID-19. But online learning and socially distanced classrooms both present problems.  https://t.co/xWedb6JLXx;;;;;
marybland2;0;@fact_covid Close schools but keep ikea fast food open. Think the public is dumbed down enough already😏  online learning = no learning.  At best it's just revision worksheets being turned in electronically.  Nearly a year of disrupted education.  It's a scandal;;;;;
shadow_gamzyt54;1;School anounce that we will be face to face today (I haven't learn anything on school during online class lol so I'm doomed) but wish me luck :D;;;;;
natolambert;0;Hearing from multiple people in real life today that they appreciate my online content, openness about the grad school process, and efforts to improving the community is big ♥️.   We do it together. I'm all here for post-covid healing.  ps - in person conferences are better.;;;;;
WorldHealthAle1;2;World reaches 45 million covid cases today. This is not a game of risk.This is playing with peoples' lives. Tiers 1-3 in UK are distraction, while virus runs wild. If the 4.5 million 10-18s are put on remote education, economy can keep ticking. Every day of delay risks lives lost;;;;;
Ruby45676025;0;So my dad has covid and my family are in isolation  and I have to do online school but it’s so boring and I can’t concentrate ughhhhh someone help meee.;;;;;
SilverRojoFox;1;@Silentwidow2 @realjuliasong No shit, Sherlock Ann. During 2020, nearly all schools went remote learning. Ergo, low deaths. 2021, remote learning was scrapped for nearly all schools except for a few exceptions. Pediatric covid is on the rise and deaths may be low but is inevitable. Check out AAPs sept report;;;;;
mrobmused;1;"To be clear, school districts that are shutting down due to ""an abundance of caution"" because of a surge in Covid cases are still administering face to face, in person standardized tests in the very school buildings that they deem too unsafe to remain open for instruction.";;;;;
BJuhree;0;For the record: I am in isolation at home and only go to school. I contracted Covid during distance learning, when teachers and staff were required to work in the building, instead of at home.   The virus is real.   Do not take risks by being around people tomorrow. Please.;;;;;
SquidHominid;0;Now, a diversion, albeit it does circle back eventually. As some of you know, I've been on something of a weight loss journey these last few months. But, one issue: I don't exercise nearly enough. I live a fairly shut-in lifestyle thanks to COVID and remote education.  (7/25);;;;;
Ireti_IFM;1;It baffles me that elitist shame people for getting online degrees or don’t find them as “worthy” as in-class learning but since COVID-19 has struck it’s revolutionary!? Miss me with that bs and LOWER/REFUND my tuition. that would be the VINCENTIAN thing to do!;;;;;
zerocovidzoe;2;-Social media monitored so that no anti lockdown propaganda, anti covid misinformation and propaganda is being posted. -Education and schooling moved online as it’s safer and means no spread among children given they’re at home safe.;;;;;
Ladyx05885562;1;@NYCMayor look at map only one week of school! Please we want a remote option. If my child gets Covid in his school I am suing! It’s crowded no distancing no vent system, closed windows! We want remote option!  https://t.co/OAwa8jmsfW;;;;;
bublimakhijani;1;#Covid-19 pandemic has pushed many of us to review how we conduct our classes online  This includes a shift from in-person meetings and lessons to video calls and online assignment.#Webinars like #Genially and #Edmodo  help us to make this learning journey so exciting and easy.  https://t.co/KGOnmeoiZ9;;;;;
alwaysheapstodo;2;@ramtash @EducationGovtNZ @chrishipkins @AshBloomfield My pokiti's kura has been fantastic. Notification pretty much immediately, the whole wharekura online learning for 6 school days to be reviewed. Follow up msg abt testing after advise from local GP who is working w iwi covid response.  Schools can choose to do better than the min;;;;;
Ya_laion;1;@uniofleicester Well as international student, I’ve to come to the university from my country for face to face!  This is risky and infeasible due to COVID-19 . Why the university has not done as most of the universities by distance learning at least until the virus is controlled.;;;;;
RidgeInfo;2;Students of Grade X and XII are back in school, with all necessary Covid Precautions. Peer tutoring and practicals, from online to offline mode. Welcome back, students. #Learning #CovidPrecautions  @NidhiTewarii  https://t.co/KDzl615mh1;;;;;
PressOnePH;1;#ICYMI: Education Secretary Leonor Briones said even considering the possible start of the country’s Covid-19 vaccination program in 2021, reopening face-to-face classes would be risky. #PressOnePH  Story Here:   https://t.co/7djudwGURB  https://t.co/kMYsRT67nw;;;;;
qadiv2;1;@NYCMayor @DOEChancellor if you needed so much mental help then think about other people in ny. understanding that people arent mentally well rn because of all the stress of exposure to covid and other things and closjng in person learning and doing remote would make thinks better.;;;;;
itacecorg;1;In response to #Covid_19, @DeafPakistan reached the highly marginalized group of deaf children in Pakistan through Distance Learning Program and providing low cost devices - Richard Geary. #AllMeansAll @itacec1 @DFID_UK @PakSignLanguage @DFID_UK @ASERPAKISTAN @palnetworkHQ  https://t.co/OkQFCa54QL;;;;;
dfrntdrmmr;1;@GOP @realDonaldTrump ...and while @realDonaldTrump and the @GOP are planning to send your children to learn face-to-face in school, the Republican National Convention in Jacksonville is going to be held outside because...  IT'S TOO DANGEROUS TO MEET INSIDE   ... while Covid-19 is so virulent.;;;;;
statistrician;1;All of this, plus for lots of physically/mentally disabled people, in-person learning has ALWAYS been exclusionary and damaging for our mental health. Even once Covid is finally over, I hope hybrid/online learning options are still available for everyone.;;;;;
RichTeatime;2;@AllisonPearson Schools were still teaching Key worker kids, and providing online learning. About 3% of teachers lost to long Covid. Nobody WANTED to close the schools, but nobody suggested a better plan (aside from “let the bodies pile high;;;;;
MRehpade;0;@narendramodi Sir schools are conducting online classes for all the students. We don't want online classes. For small children it is not good for their mental health. We are requesting school to open late and  consider the 50% fees as all parents have financial issue due to Covid-19;;;;;
MatthewPeloza;0;One of my kids was missing 3 or 4 teachers recently Second one was missing their teacher for 2 weeks straight Third one has 3 teachers off with Covid in the science department and has no one left to teach chemistry.  No this is not better than online learning, and I hated online.;;;;;
dgrtgooner;1;But the real fix for this is to provide remote learning options for parents who are hesitant to send their kids back and to reduce studentteacher ratios dramatically (which would require hiring a shit ton of new teachers). But folks will get covid, that's inevitable;;;;;
VishnuK70354968;0;@dpradhanbjp ,@vineetjoshi ,@DG_NTA ,@EduMinOfIndia  ,sir  we neet students (repeats non repeats) has not got proper academics class. Due to covid 19 situation , lots of stress  one year without talking anyone staying alone in a room in front of   mobile for online class;;;;;
TheUnsaid11;0;@DKThomp I agree w/some of the comments/other factors.  But as a parent, it was undeniable to see that another major factor was COVID, remote classes. A generation of teens missed a year+ of in class HS/college, friends,  graduation, and anxiety about getting sick, masks, etc..;;;;;
redjimmy;1;@SenClaireCelsi @JoeBolkcom Thank you, Senator @JoeBolkcom, for being a voice of reason!  Please keep doing what you can to keep @IAGovernor from pushing school teachers and staff into unsafe conditions.  100% face to face in a bright red COVID state makes zero sense!;;;;;
wellsofhope;0;During COVID, there were a couple of restrictions and the issues children were facing escalated: worry, depression, among other issues.   Now they're happier and concentrate better in class. Through online counseling, the children interact with their counselors whenever they want to.  https://t.co/HcvGmCyMz8;;;;;
FlorenceDarlin1;1;"@MargaretJowitt 🙏 All mediums through which education is delivered: text, face to face, online etc. Specifically online mediums used more used to support midwives to consolidate their skills and reflect on their practice;offering opportunities that are limited in uni+practice.";;;;;
SubanggiKambley;1;@kohli_man @GovAbbott @GregAbbott_TX @CFBISD @LewisvilleISD @Plano_Schools @Coppellisd @teainfo It is very risky for our Elementary age kids ( those are unable to get vaçcinated this time)and Family to attend face to face learning, I request you to please allow virtual learning for elementary schools, those who wants to stay home and learn, due to rising Covid cases #Delta;;;;;
NoorN08005566;1;@PWCSNews I think schools should at least shift online so we can reduce the risks of students and school staff getting ill. Covid is still here and cases have skyrocketed recently, to add on, it would also help students improve mentally and focus better on their education.;;;;;
randomlybibi;1;Parents need to go on strike and keep kids home. Demand covid testing, tracking and reporting. Trigger online learning until *actual* case numbers decline. Govt elected to protect us; reducing isolation time+no tracking is dangerous #covidontario @fordnation @celliottability @Sflecce;;;;
geraldinetru_;0;@bts_bighit Hello my name is Geraldine, I am 17 years old and I live in Mexico At the beginning of the COVID-19 pandemic, being isolated from many things, such as school and public events, my routine changed as well as all of us, my anxiety increased, my stress increased due to online clases  https://t.co/xI4k5oBVeZ;;;;;
Shully_1;0;Neither are teachers. Online learning is not effective. Children need to be in school and are at very little risks to die from Covid.;;;;;
j109203;0;@PaulRoundy1 @JANEMCARTHUR11 In formal terms, these studies are sloppy as they confound school closures with the disruptions of the pandemic. The fact that remote learning was ineffective in the first year can be interpreted as “we need to do better” or as “we need to ignore covid”. Which makes more sense?🤷‍♂️;;;;;
cicknugs;0;I’m seeing ppl from previous batches comparing our batch to theirs. Honestly, I’m sorry but shut up. We went through 2 YEARS of online class,covid,being mentally unstable and tired to being depressed and anxious. What does us venting about our spm papers have to do w/ u? #SPM2021;;;;;
aireealistic;2;So I am officially accepted in one of the universities in France for Masters. Though due to COVID-19, I will be attending the online class while staying here in Taiwan for my first semester. I will move there when the situation gets better.;;;;;
Sarah52257264;1;@studiosree Nowadays l only coach online from home and with small groups of students. I'm very grateful l can still be involved in education. Teaching large groups face-to-face just wouldn't be possible anymore...alas.;;;;;
grodaeu;0;"Absolutely insane  ""There are no plans for a return to face-to-face learning for school students in other years.""";;;;;
FBeppers;0;@plaguedoctor33 @TubbyALT Same, especially now that I have to do it since I have Covid. Not being able to go out of my house just makes online school even more boring;;;;;
shelleyjo68;0;@NVSupt @NevadaReady Thankful for my family staying safe+healthy; remote learning to reduce COVID risks; a sane schedule for kindergarten learners; an amazing team that works together to create effective lessons; supportive admin; and small group times for socializing, reteachingandextending learning.
zilla_jones;0;@live_to_run @13eccaFoat Not doing remote learning doesn’t mean we don’t take Covid seriously. For most kids/families, remote learning sucks so much, or is just not possible, that the negatives outweigh the positives. We are being Covid cautious while also getting the kids educated as is best for them.;;;;;
eamnn_j;0;Year 2020 come and it was a bad year for everyone. It started with Taal Volcano and follow with Covid-19. Everyone got stuck in their house, some got stress and had anxiety. Online class started and it was stressful because of bad internet connection.;;;;;
dubinthecity;0;@gavreilly Haven’t schools be shown not to be a cause of major spread of Covid. The mental health and education of our children must take priority. If kids not in school they be meeting up in unregulated groups anyway. Online doesn’t work unfortunately. Only some teachers did it effectively;;;;;
himanshitiwari_;2;How Online Education Will Change The Future  https://t.co/jp3xERBRjC #onlineeducation #education #onlinelearning #elearning #online #covid #learning #onlineclasses #distancelearning #onlinecourses   #onlinetraining #lockdown #student #school #stayhome #virtuallearning;;;;;
angelacommdev;0;I agree @ruthnorth. Great to see life back in the college. Onwards and upwards @NorthernCollege covid safe, online learning, socially distanced classrooms what's not to like. Have a look loads of helpful and interesting courses.   https://t.co/r55MpLTUOh;;;;;
tobinke;1;@AndrewFromKW In the same boat. I do not accept that COVID infection is inevitable for my children, not when outcomes can be severe. My kids are online today, while all their classmates are at school. Not ideal, but better than getting sick andor infecting others.;;;;;
RYANDIXON2310;1;Every 80 seconds someone dies from COVID, but kids and teachers should go back to in-person learning....  The school board declared it was unsafe to meet face to face, instead they held a meeting online and voted to send teachers and students back face to face...;;;;;
angelove181;0;@OttawaMorning @VeraEtches The regurgitation of Legeault’s media BS was a disappointment and infuriating. QC numbers are going to keep skyrocketing because there are no preventive measures in classrooms; No classe size caps; No distance learning; No isolation of close contacts to covid positive cases.;;
menakadoshi;2;Imagine you get into the foreign university of your dreams.  You're all set to go this year and then Covid-19 strikes.  Now what to do? Will online learning be worth the cost and effort?   https://t.co/flQyvSaENQ;;;;;
ShelKel2;0;@GOPChairwoman Y'all whined about remote learning, and I know that wasn't good for all. So, they went back to sch masked, and you whined about that. Then, schls here dropped masks. 3 people in my office have sch aged kids ... within 3 wks, every single kid got COVID, now they're missing school;;;;;
NOLAnews;2;New Orleans Catholic-school principals have been tasked to create several scenarios that include teaching on campus, distance learning or some hybrid of both.  “It’s fluid;" it’s changing as the situation evolves and as we know more about COVID-19."" More:  https://t.co/dRly1kmgYw";;;;
howie3232;1;@sbell021 Meanwhile, MSU has required that their students get vaccinated and wear masks, yet are currently doing remote learning because covid is so dangerous.  MSU shouldn’t even be allowing athletics to happen if it’s too dangerous for those kids to go to class.;;;;;
letsdivethru;0;maybe your job or school is online. or maybe you’re masking up to go in person. both are stressful for different reasons. you want to do the right things to stay safe, but it’s starting to feel like no matter what you do, covid is inevitable.;;;;;
mosconml;2;"@jewstein3000 @logicb4politics @danielkotzin @AlecMacGillis @hannah_natanson @rmc031 Ultimately you're right that there are data that point to ""both sides"", with the sad truth being that this thing has become way too political.  I'm of the opinion that the risks to kids for remote learning is greater than the risk of COVID spread, but I understand the other side.";;;;;
itacecorg;0;There are multiple challenges for children with disabilities during Covid-19. They can be overcome with system level and disability level approaches to distance learning, @NafisaBaboo at Webinar on #COVID19 and Inclusive Education #AllMeansAll @itacec1 @lftwworldwide @AttfieldIan  https://t.co/9XHWH93N6L;;;;;
explained_ph;2;This is in line with the department's efforts to pursue the School Year 2020 - 2021 using distance learning amid the COVID-19 pandemic.  There are more than 12 million students from Kindergarten to Grade 12 who are yet to enroll this year.;;;;;
999myFM;1;Survey shows Upper Canada School Board students happy with distance learning during COVID-19 pandemic  https://t.co/7H6Ykg1UcU;;;;;
Glaven1994;1;@kaisun1982 @SElizaP @COVID_Australia There’s evidence suggesting children are unlikely to spread Covid to each other, but I much prefer Victoria’s approach where they have set up the infrastructure to do remote learning. Andrews seems committed to the stay at home message.;;;;;
EliGabRet;0;@TubbyALT I miss OG online school last week when i got covid online school was boring af;;;;;
Ree_Genie;1;online or face-to-face class? y - Online… I don’t do well around people 😂 #tellonym   https://t.co/7FE7Ky4NLd;;;;;
LinkItAnalytics;1;What is Hybrid Learning?   Hybrid learning is an approach to education that combines face-to-face instruction with remote online or digital content. It’s one of the most popular and successful approaches to modern education, and for good reason...    https://t.co/v4jENleSL6;;;;;
tessmaths;1;@mrcstott @apcmissroberts @mrbartonmaths happy to answer any questions...it's in a state of flux right now because of Covid but is a good applied approach for online delivery as students take control of their own learning and have a big part to play - if you are AQA you can access through All About Maths @AQAMaths;;;;;
wotisay;2;Vaccinate all NHS staff first as losin* to Covid @MattHancock @BorisJohnson they are the most important. Education should have been sorted out online learning similar to Open Universities. Not beyond the wit of man surely.Provide each pupil,with tablet.Teachers can Zoom with kids;;;;;
Architect_Home;2;With the restrictions surrounding Covid-19 will distance learning have a resurgence over taking a degree as a resident student?  An interesting article below in Design Observer this week concerning the history and popularity of distance learning in design   https://t.co/p5xDppLQYV;;;;;
leadschoolindia;0;With a sudden educational system overhaul due to COVID-19, schools across the world have adopted online learning. However, remote learning is ineffective if students are not engaged, or stimulated, to learn and practise concepts.    https://t.co/0VPtN1OokE;;;;;
IndieGames_Muso;0;@GameDadMatt @voidrantsback I was really good at this for 20 years but after Covid, online learning and no visual on the students’ faces ... Now it’s like, “Hello, I’m Meg,” “Meg I’ve been in your class three times.”;;;;;
hyrou_;2;I also hate studying, i am signed up for online class but after this school year imma do face to face classes due to the covid going down and i will probably will make sum money hehe, coming back to reality i spend too much momey on drinks... And foods;;;;;
burling67;1;@ctvwinnipeg Another issue is how many teachers are sick with COVID currently and the lack of teachers vs students. Remote learning is a last resort and is probably necessary. ;;;;;
SPramanick;2;Let us keep our Genxt safe. Let us not open the Schools before the vaccine or treatment of COVID is out. Let the student community go through online learning process. It is better to save their lives at the cost of little backwardness.;;;;;
Shreya35449237;0;Shreya35449237,@Sunakshi734 @erPawanBhadana @cbseindia29 @AllCBSENews Right ofline exam is not good. It also increased COVID cases . And it is not good for our health. After day by day COVID cases increase. so please class 10 and 12 exam conduct online.;;;;;
tedwardjams;2;@fairy_godslut Oof, hope you start to feel better soon (I type from home because my class is online today because my teacher has Covid);;;;;
letsfocusapp;1;Online learning: The much-awaited reform in the Indian education system Here are some ways in which you can make yourself ready to accept the new change brought by the online learning.  https://t.co/LbgS0uZtgO #EducationMatters  #Covid_19 #schoolsreopening #education;;;;;
enfinjedors;1;at this point unless northgate and house parties completely stop we definitely need to move school 100% online. covid is now extremely pervasive throughout every corner of bcs and allowing face-to-face class in any capacity is irresponsible and unsafe.;;;;;
innocent_agent;1;@ElectozOsu I hope covid makes 100% online class for graduate schools a thing. that's going to be so good;;;;;
PouncingZebra;0;With all of this remote learning and the inevitable &lt;missing school because some kids have Covid&gt;  We’ve gotta prepare for some dumb kids becoming dumb adults. Gen Z and beyond is screwed;;;
booboolamar;0;@mariamush @teacherVCW @fact_covid As you said earlier you teach FE. Believe me, online does not work for most kids in primary and secondary. In addition, many teachers struggling to use Teams/zoom/Google classroom. ;;;;;
niibadger;0;@konkrumah Online classes have not had the same effect. Kids from public schools remain the most affected. Being out of school 9 months is damaging. I hope the right decision will be made. Other countries with higher COVID figures have managed to keep their kids in school. Ghana can too.;;;;;
yeonjun_c09;0;+ and now i got delayed again bcoz of covid. laboratory classes is obviously not possible online. so we have to wait for face to face class.  the feeling of being a burden, a disappointment and useless haunts me everytime.. :(;;;;;
goraanbaloch;0;@lottelydia It's good to teach the students via distance learning during the COVID days, but I prefer to teach the students f2f. It gives results.;;;;;
doggie20051;0;@GovRonDeSantis “DeSantis kills online learning program amid virus Gov. DeSantis wiped out the entire $29.4 million budget for a suite of online education services that have become critical to students and faculty during the Covid-19 outbreak.  Great leader right?  Idiot;;;;;
davetill;0;Online learning is horrible for parents, students, and teachers, but I am concerned that the only alternatives are online learning or sending kids back to the same unprotected learning environment and generating a fourth wave of COVID.  #onpoli;;;;;
Vink0011;0;@MarkParalovos Horrible. The younger the kids, the worse it is. I have Gr 6, Gr 4, SK, JK. Gr 6 doesn’t love school pre Covid but online has pushed him over the edge and he’s completely unmotivated and miserable. But, I can barely attend 2 him cause I have to sit beside JK and SK ALL DAY to assist;;;;;
MuzafAli;1;The manager of Indonesia's first refugee-led learning centre (@C_RLC) speaks about their strategy to cope with COVID health risks and provide education to children. Wonderful achievement with zero COVID case and online classes. Watch her video here:   https://t.co/edUGwOkPeI;;;;;
athamesy_;0;@_journotom wyke mate, online learning pretty much the entire year it’s really tedious now. just need to make it to the end of the year now because covid is making it less enjoyable by the day;;;;;
YPulvx;0;it’s genuinely crazy how much i changed this year. the goals in the ss stopped being my goals months ago its funny. sitting in my room gaming all day was so boring n depressing. same thing everyday gaming for 10+ hours a day doing nun w my life. covid ain help aka online school.  https://t.co/V7FXUvGLsZ;;;;;
Sid_enuh;2;I think a larger part of this issue is the time frame students have. The school year has been the shortest it's ever been this year. I don't think students would've been ready w online or face to face;;;;;
NC_ASLA;1;Caught between the risks of COVID-19 and the uncertainty of online learning, school administrators have embraced outdoor learning at an unprecedented pace.;;;;;
incognito_kc;1;@marsworld__ @georgeupdated And last year we went to school all last year. In person cool isn’t necessary. Everyone should’ve done online because hella people got COVID; my school still stayed open;;;;
Afagyel;2;@ronckk And what makes them think that underprivileged kids don't receive any assistance from the gov? Some of our students got mobile phones and laptops to help make their online learning better since the 1st wave. And laptops are provided for underprivileved kids even before covid;;;;;
TABBRUZZ;0;@CP24 After one year of remote learning, returning to school and masking all year and bringing kids home for lunch daily to avoid unmasked eating one our kids just got covid. Unmasked students in BOTH kid’s classes w covid this week so was inevitable. So predictable and even more frustrating;;;;;
khadijapodd;0;@guardian Risking their lives is complete hyperbole and exaggeration. I'm a teacher. Online school isn't fit for purpose. I'd rather be in the classroom. Also my adult children at university and college find online learning pointless and depressing. Lockdowns are much worse than covid;;;;;
NadineLaraya;0;My 10yo had a (+)ve case in her class disclosed on the last day of school. She came home so sad  -bc plans cancelled, self-isol’n -bc online school in Jan is inevitable and so upsetting -but sad MOSTLY bc…her friend has COVID. And she’s scared for her.   The kids are not OK;;;;;
